Assay	Cell Type	Molecule
RNA	placental epithelial cell female newborn and male newborn	
RNA	placental epithelial cell female newborn and male newborn	
RNA	melanocyte of skin male child (1 year) and male child (3 years)	
RNA	melanocyte of skin male child (1 year) and male child (3 years)	
RNA	melanocyte of skin female adult (52 years) and male adult (55 years)	
RNA	melanocyte of skin female adult (52 years) and male adult (55 years)	
RNA	mononuclear cell female adult (52 years)	
RNA	mononuclear cell female adult (52 years)	
RNA	GM12878 nucleolus fraction	
RNA	GM12878 nucleolus fraction	
RNA	K562 treated with Interferon gamma for 6 hours	
RNA	K562 treated with Interferon gamma for 30 minutes	
RNA	K562 treated with interferon alpha for 6 hours	
RNA	K562 treated with interferon alpha for 30 minutes	
RNA	GM12891	
RNA	GM12892	
RNA	HCT116	
RNA	skeletal muscle myoblast	
RNA	myocyte originated from LHCN-M2	
RNA	LHCN-M2	
RNA	MCF-7	
RNA	fibroblast of lung	
RNA	GM12878	
RNA	K562	
RNA	H1	
RNA	HeLa-S3	
RNA	HepG2	
RNA	endothelial cell of umbilical vein newborn	
RNA	keratinocyte female	
RNA	OCI-LY7	
RNA	OCI-LY7	
RNA	pancreas tissue female adult (30 years)	
RNA	pancreas tissue female adult (30 years)	
RNA	endodermal cell originated from HUES64	
RNA	endodermal cell originated from HUES64	
RNA	adrenal gland tissue female adult (47 years)	
RNA	adrenal gland tissue female adult (47 years)	
RNA	K562 treated with 100 nM GSK J4 for 4 hours	
RNA	CD8-positive, alpha-beta memory T cell	
RNA	left renal cortex interstitium tissue male embryo (105 days)	
RNA	Right ventricle myocardium inferior tissue male adult (60 years)	
RNA	Right ventricle myocardium inferior tissue male adult (60 years)	
RNA	middle frontal area 46 tissue female adult (90 or above years)	
RNA	middle frontal area 46 tissue female adult (90 or above years)	
RNA	HepG2 insoluble cytoplasmic fraction	
RNA	HepG2 insoluble cytoplasmic fraction	
RNA	mammary epithelial cell female	
RNA	mammary epithelial cell female	
RNA	fibroblast of skin of scalp male embryo (97 days)	
RNA	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	
RNA	thyroid gland tissue male adult (54 years)	
RNA	thyroid gland tissue male adult (54 years)	
RNA	muscle of back tissue female embryo (115 days)	
RNA	left renal pelvis tissue male embryo (105 days)	
RNA	testis tissue male adult (37 years)	
RNA	testis tissue male adult (37 years)	
RNA	CD4-positive, alpha-beta T cell male adult (20 years)	
RNA	CD4-positive, alpha-beta T cell male adult (20 years)	
RNA	gastroesophageal sphincter tissue female adult (51 years)	
RNA	gastroesophageal sphincter tissue female adult (51 years)	
RNA	with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	
RNA	with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	
RNA	with multiple sclerosis; naive thymus-derived CD4-positive, alpha-beta T cell	
RNA	K562 membrane fraction	
RNA	K562 membrane fraction	
RNA	small intestine tissue female adult (30 years)	
RNA	small intestine tissue female adult (30 years)	
RNA	with multiple sclerosis; immature natural killer cell	
RNA	K562 nuclear fraction	
RNA	K562 nuclear fraction	
RNA	ovary tissue female adult (51 years)	
RNA	ovary tissue female adult (51 years)	
RNA	with multiple sclerosis; naive thymus-derived CD4-positive, alpha-beta T cell	
RNA	neurosphere embryo (15 weeks) originated from ganglionic eminence	
RNA	neurosphere embryo (15 weeks) originated from ganglionic eminence	
RNA	H1	
RNA	H1	
RNA	right lung tissue male embryo (105 days)	
RNA	lung tissue female adult (47 years)	
RNA	lung tissue female adult (47 years)	
RNA	ovary tissue female adult (47 years)	
RNA	ovary tissue female adult (47 years)	
RNA	heart tissue male embryo (120 days)	
RNA	neurosphere embryo (15 weeks) originated from ganglionic eminence	
RNA	neurosphere embryo (15 weeks) originated from ganglionic eminence	
RNA	chorionic villus tissue female embryo (40 weeks)	
RNA	chorionic villus tissue female embryo (40 weeks)	
RNA	smooth muscle cell originated from H9	
RNA	smooth muscle cell originated from H9	
RNA	middle frontal area 46 tissue male adult (71 years)	
RNA	middle frontal area 46 tissue male adult (71 years)	
RNA	K562 treated with 5 uM MB-3 for 12 hours	
RNA	HepG2 nuclear fraction	
RNA	HepG2 nuclear fraction	
RNA	middle frontal area 46 tissue female adult (90 or above years)	
RNA	middle frontal area 46 tissue female adult (90 or above years)	
RNA	with Alzheimer's disease, Cognitive impairment; middle frontal area 46 tissue female adult (87 years)	
RNA	with Alzheimer's disease, Cognitive impairment; middle frontal area 46 tissue female adult (87 years)	
RNA	HepG2 nuclear fraction	
RNA	HepG2 nuclear fraction	
RNA	K562 treated with 1% DMSO for 4 hours	
RNA	large intestine tissue male embryo (108 days)	
RNA	HT1080 nuclear fraction	
RNA	HT1080 nuclear fraction	
RNA	thymus tissue male embryo (127 days)	
RNA	pancreas tissue female child (16 years)	
RNA	pancreas tissue female child (16 years)	
RNA	uterus tissue female adult (51 years)	
RNA	uterus tissue female adult (51 years)	
RNA	kidney tissue male adult (41 years)	
RNA	kidney tissue male adult (41 years)	
RNA	OCI-LY7	
RNA	OCI-LY7	
RNA	right lung tissue female embryo (98 days)	
RNA	spleen tissue male adult (26 years)	
RNA	spleen tissue male adult (26 years)	
RNA	GM12878	
RNA	omental fat pad tissue male adult (54 years)	
RNA	omental fat pad tissue male adult (54 years)	
RNA	liver tissue male adult (18 years)	
RNA	liver tissue male adult (18 years)	
RNA	muscle of leg tissue male embryo (96 days)	
RNA	IgD-negative memory B cell	
RNA	with multiple sclerosis; naive thymus-derived CD4-positive, alpha-beta T cell	
RNA	sigmoid colon tissue female adult (53 years)	
RNA	sigmoid colon tissue female adult (53 years)	
RNA	muscle of back tissue male embryo (96 days)	
RNA	breast epithelium tissue male adult (37 years)	
RNA	breast epithelium tissue male adult (37 years)	
RNA	spleen tissue female adult (61 years)	
RNA	spleen tissue female adult (61 years)	
RNA	muscle of leg tissue male embryo (127 days)	
RNA	esophagus muscularis mucosa tissue female adult (53 years)	
RNA	esophagus muscularis mucosa tissue female adult (53 years)	
RNA	K562 treated with 1% DMSO for 24 hours	
RNA	K562 treated with 10 nM Chaetocin for 24 hours	
RNA	esophagus tissue male adult (34 years)	
RNA	esophagus tissue male adult (34 years)	
RNA	placental basal plate tissue embryo (16 weeks)	
RNA	placental basal plate tissue embryo (16 weeks)	
RNA	K562 treated with 7.5 nM Vorinostat for 12 hours	
RNA	spleen tissue male adult (54 years)	
RNA	spleen tissue male adult (54 years)	
RNA	suprapubic skin tissue male adult (54 years)	
RNA	suprapubic skin tissue male adult (54 years)	
RNA	naive thymus-derived CD4-positive, alpha-beta T cell	
RNA	K562	
RNA	K562	
RNA	cardiac atrium fibroblast male child (2 years)	
RNA	cardiac atrium fibroblast male child (2 years)	
RNA	activated T-cell male adult (42 years) treated with 50 U/mL Interleukin-2 for 4 hours, anti-CD3 and anti-CD28 coated beads for 4 hours	
RNA	activated T-cell male adult (42 years) treated with 50 U/mL Interleukin-2 for 4 hours, anti-CD3 and anti-CD28 coated beads for 4 hours	
RNA	uterus tissue female adult (53 years)	
RNA	uterus tissue female adult (53 years)	
RNA	K562 treated with 7.5 nM Vorinostat for 4 hours	
RNA	K562 treated with 10 nM Chaetocin for 48 hours	
RNA	epithelial cell of proximal tubule	
RNA	epithelial cell of proximal tubule	
RNA	adrenal gland tissue female embryo (85 days)	
RNA	stomach tissue male embryo (127 days)	
RNA	K562 treated with 25 uM Galeterone for 24 hours	
RNA	left renal cortex interstitium tissue male embryo (105 days)	
RNA	Panc1	
RNA	Panc1	
RNA	lung tissue female adult (30 years)	
RNA	lung tissue female adult (30 years)	
RNA	astrocyte	
RNA	astrocyte	
RNA	posterior vena cava tissue female adult (47 years)	
RNA	posterior vena cava tissue female adult (47 years)	
RNA	Right ventricle myocardium superior tissue male adult (60 years)	
RNA	Right ventricle myocardium superior tissue male adult (60 years)	
RNA	right lobe of liver tissue female adult (41 years)	
RNA	right lobe of liver tissue female adult (41 years)	
RNA	SK-N-DZ treated with dimethyl sulfoxide for 72 hours	
RNA	SK-N-DZ treated with dimethyl sulfoxide for 72 hours	
RNA	ovary tissue female adult (46 years)	
RNA	ovary tissue female adult (46 years)	
RNA	muscle of leg tissue male embryo (105 days)	
RNA	vagina tissue female adult (53 years)	
RNA	vagina tissue female adult (53 years)	
RNA	adrenal gland tissue female adult (30 years)	
RNA	adrenal gland tissue female adult (30 years)	
RNA	ovary tissue female adult (59 years)	
RNA	ovary tissue female adult (59 years)	
RNA	HFFc6	
RNA	HFFc6	
RNA	luminal epithelial cell of mammary gland female adult (22 years)	
RNA	luminal epithelial cell of mammary gland female adult (22 years)	
RNA	posterior vena cava tissue female adult (59 years)	
RNA	posterior vena cava tissue female adult (59 years)	
RNA	small intestine tissue female embryo (108 days)	
RNA	subcutaneous adipose tissue tissue female adult (51 years)	
RNA	subcutaneous adipose tissue tissue female adult (51 years)	
RNA	CD8-positive, alpha-beta T cell male adult (21 years)	
RNA	CD8-positive, alpha-beta T cell male adult (21 years)	
RNA	GM12878	
RNA	GM12878	
RNA	naive thymus-derived CD8-positive, alpha-beta T cell	
RNA	activated naive CD4-positive, alpha-beta T cell male adult (43 years)	
RNA	activated naive CD4-positive, alpha-beta T cell male adult (43 years)	
RNA	H1 and endodermal cell	
RNA	H1 and endodermal cell	
RNA	omental fat pad tissue female adult (51 years)	
RNA	omental fat pad tissue female adult (51 years)	
RNA	thymus tissue female embryo (98 days)	
RNA	with multiple sclerosis; naive thymus-derived CD8-positive, alpha-beta T cell	
RNA	left renal pelvis tissue male embryo (105 days)	
RNA	K562 treated with 5 uM MB-3 for 24 hours	
RNA	NCI-H460	
RNA	NCI-H460	
RNA	K562 treated with 5 uM MB-3 for 4 hours	
RNA	pancreas tissue female adult (61 years)	
RNA	pancreas tissue female adult (61 years)	
RNA	WTC11 genetically modified (insertion) using TALEN inserting M. musculus Neurog2	
RNA	HT1080 cytosolic fraction	
RNA	HT1080 cytosolic fraction	
RNA	naive thymus-derived CD8-positive, alpha-beta T cell	
RNA	mesothelial cell of epicardium	
RNA	mesothelial cell of epicardium	
RNA	muscle of leg tissue male embryo (113 days)	
RNA	thymus tissue male embryo (97 days)	
RNA	trophoblast tissue male embryo (38 weeks)	
RNA	trophoblast tissue male embryo (38 weeks)	
RNA	right lung tissue male embryo (96 days)	
RNA	CD4-positive, alpha-beta memory T cell male adult (43 years)	
RNA	CD4-positive, alpha-beta memory T cell male adult (43 years)	
RNA	HepG2	
RNA	HepG2	
RNA	esophagus muscularis mucosa tissue male adult (37 years)	
RNA	esophagus muscularis mucosa tissue male adult (37 years)	
RNA	mucosa of descending colon tissue female adult (61 years)	
RNA	mucosa of descending colon tissue female adult (61 years)	
RNA	aorta tissue female adult (41 years)	
RNA	aorta tissue female adult (41 years)	
RNA	fibroblast of breast female adult (17 years)	
RNA	fibroblast of breast female adult (17 years)	
RNA	spleen tissue female adult (51 years)	
RNA	spleen tissue female adult (51 years)	
RNA	K562 treated with 5 uM JQ1 for 12 hours	
RNA	fibroblast of breast female adult (26 years)	
RNA	fibroblast of breast female adult (26 years)	
RNA	middle frontal area 46 tissue female adult (90 or above years)	
RNA	middle frontal area 46 tissue female adult (90 or above years)	
RNA	mesangial cell NONE and female embryo (21 weeks)	
RNA	mesangial cell NONE and female embryo (21 weeks)	
RNA	SK-MEL-5 nuclear fraction	
RNA	SK-MEL-5 nuclear fraction	
RNA	adrenal gland tissue female child (16 years)	
RNA	adrenal gland tissue female child (16 years)	
RNA	colonic mucosa tissue female adult (41 years)	
RNA	colonic mucosa tissue female adult (41 years)	
RNA	renal pelvis tissue female embryo (105 days)	
RNA	K562 treated with 25 uM Galeterone for 4 hours	
RNA	with multiple sclerosis; naive thymus-derived CD8-positive, alpha-beta T cell	
RNA	kidney tissue female embryo (105 days)	
RNA	CD4-positive, CD25-positive, alpha-beta regulatory T cell	
RNA	left lung tissue male embryo (96 days)	
RNA	K562 treated with 10 nM Bortezomib for 48 hours	
RNA	myoepithelial cell of mammary gland female adult (22 years)	
RNA	myoepithelial cell of mammary gland female adult (22 years)	
RNA	right lobe of liver tissue female adult (53 years)	
RNA	right lobe of liver tissue female adult (53 years)	
RNA	thymus tissue female embryo (113 days)	
RNA	right lobe of liver tissue female child (16 years)	
RNA	right lobe of liver tissue female child (16 years)	
RNA	naive thymus-derived CD8-positive, alpha-beta T cell	
RNA	astrocyte	
RNA	astrocyte	
RNA	adipose tissue tissue female adult (63 years)	
RNA	adipose tissue tissue female adult (63 years)	
RNA	smooth muscle cell originated from H9	
RNA	thyroid gland tissue female adult (53 years)	
RNA	thyroid gland tissue female adult (53 years)	
RNA	muscle of back tissue female embryo (85 days)	
RNA	activated CD8-positive, alpha-beta memory T cell male adult (30 years)	
RNA	activated CD8-positive, alpha-beta memory T cell male adult (30 years)	
RNA	placenta tissue male embryo	
RNA	placenta tissue male embryo	
RNA	neural progenitor cell originated from H9	
RNA	neural progenitor cell originated from H9	
RNA	HepG2	
RNA	HepG2	
RNA	chorion tissue embryo (16 weeks)	
RNA	chorion tissue embryo (16 weeks)	
RNA	heart right ventricle tissue female adult (46 years)	
RNA	heart right ventricle tissue female adult (46 years)	
RNA	Daoy	
RNA	Daoy	
RNA	SK-N-DZ nuclear fraction	
RNA	SK-N-DZ nuclear fraction	
RNA	neurosphere embryo (15 weeks) originated from cortex	
RNA	neurosphere embryo (15 weeks) originated from cortex	
RNA	Peyer's patch tissue male adult (54 years)	
RNA	Peyer's patch tissue male adult (54 years)	
RNA	spleen tissue female adult (59 years)	
RNA	spleen tissue female adult (59 years)	
RNA	foreskin fibroblast male newborn	
RNA	foreskin fibroblast male newborn	
RNA	K562 treated with 10 uM AR-42 for 4 hours	
RNA	with multiple sclerosis; CD14-positive monocyte	
RNA	activated CD8-positive, alpha-beta T cell male adult (21 years) treated with anti-CD3 and anti-CD28 coated beads	
RNA	activated CD8-positive, alpha-beta T cell male adult (21 years) treated with anti-CD3 and anti-CD28 coated beads	
RNA	spleen tissue embryo (112 days)	
RNA	CD4-positive, alpha-beta memory T cell	
RNA	right cardiac atrium tissue female adult (46 years)	
RNA	right cardiac atrium tissue female adult (46 years)	
RNA	endodermal cell	
RNA	endodermal cell	
RNA	sigmoid colon tissue male adult (21 years)	
RNA	sigmoid colon tissue male adult (21 years)	
RNA	keratinocyte female	
RNA	keratinocyte female	
RNA	endocrine pancreas tissue adult (59 years)	
RNA	endocrine pancreas tissue adult (59 years)	
RNA	tibial nerve tissue female adult (51 years)	
RNA	tibial nerve tissue female adult (51 years)	
RNA	brain tissue female adult (66 years)	
RNA	brain tissue female adult (66 years)	
RNA	with Alzheimer's disease, Cognitive impairment; middle frontal area 46 tissue male adult (73 years)	
RNA	with Alzheimer's disease, Cognitive impairment; middle frontal area 46 tissue male adult (73 years)	
RNA	mesenchymal stem cell originated from H1	
RNA	mesenchymal stem cell originated from H1	
RNA	adrenal gland tissue male adult (37 years)	
RNA	adrenal gland tissue male adult (37 years)	
RNA	lung tissue male child (3 years)	
RNA	lung tissue male child (3 years)	
RNA	CD8-positive, alpha-beta memory T cell	
RNA	stimulated activated CD8-positive, alpha-beta T cell male adult (21 years) treated with 10 ng/mL Interleukin-2, anti-CD3 and anti-CD28 coated beads	
RNA	stimulated activated CD8-positive, alpha-beta T cell male adult (21 years) treated with 10 ng/mL Interleukin-2, anti-CD3 and anti-CD28 coated beads	
RNA	large intestine tissue male embryo (115 days)	
RNA	K562 treated with 10 nM Bortezomib for 12 hours	
RNA	placenta tissue male embryo	
RNA	placenta tissue male embryo	
RNA	middle frontal area 46 tissue female adult (79 years)	
RNA	middle frontal area 46 tissue female adult (79 years)	
RNA	SK-MEL-5 cytosolic fraction	
RNA	SK-MEL-5 cytosolic fraction	
RNA	endodermal cell	
RNA	endodermal cell	
RNA	neural cell originated from H1	
RNA	neural cell originated from H1	
RNA	with Alzheimer's disease; middle frontal area 46 tissue female adult (90 or above years)	
RNA	with Alzheimer's disease; middle frontal area 46 tissue female adult (90 or above years)	
RNA	cardiac muscle cell originated from RUES2	
RNA	CD4-positive, alpha-beta memory T cell	
RNA	stomach tissue male adult (54 years)	
RNA	stomach tissue male adult (54 years)	
RNA	CD4-positive, alpha-beta memory T cell male adult (43 years)	
RNA	CD4-positive, alpha-beta memory T cell male adult (43 years)	
RNA	GM12878	
RNA	GM12878	
RNA	K562 treated with 7.5 nM Panobinostat for 48 hours	
RNA	muscle of arm tissue male embryo (127 days)	
RNA	T-cell male adult (42 years)	
RNA	T-cell male adult (42 years)	
RNA	naive B cell	
RNA	placenta tissue male embryo	
RNA	placenta tissue male embryo	
RNA	upper lobe of left lung tissue male adult (37 years)	
RNA	upper lobe of left lung tissue male adult (37 years)	
RNA	peripheral blood mononuclear cell female adult (28 years)	
RNA	peripheral blood mononuclear cell female adult (28 years)	
RNA	Karpas-422	
RNA	Karpas-422	
RNA	muscle of arm tissue female embryo (98 days)	
RNA	RPMI7951	
RNA	RPMI7951	
RNA	ovary tissue female adult (41 years)	
RNA	ovary tissue female adult (41 years)	
RNA	lower leg skin tissue male adult (37 years)	
RNA	lower leg skin tissue male adult (37 years)	
RNA	left renal pelvis tissue male embryo (105 days)	
RNA	right lobe of liver tissue female adult (47 years)	
RNA	right lobe of liver tissue female adult (47 years)	
RNA	K562 treated with 25 uM Galeterone for 48 hours	
RNA	renal cortex interstitium tissue male embryo (91 days)	
RNA	HepG2	
RNA	HepG2	
RNA	trophoblast tissue female embryo (40 weeks)	
RNA	trophoblast tissue female embryo (40 weeks)	
RNA	spleen tissue male adult (37 years)	
RNA	spleen tissue male adult (37 years)	
RNA	LHCN-M2	
RNA	LHCN-M2	
RNA	muscle of arm tissue male embryo (105 days)	
RNA	spinal cord tissue male embryo (105 days)	
RNA	adrenal gland tissue male embryo (101 days)	
RNA	T-cell female adult (33 years)	
RNA	T-cell female adult (33 years)	
RNA	chorion tissue male embryo (38 weeks)	
RNA	chorion tissue male embryo (38 weeks)	
RNA	CD8-positive, alpha-beta memory T cell	
RNA	with Alzheimer's disease; middle frontal area 46 tissue female adult (89 years)	
RNA	with Alzheimer's disease; middle frontal area 46 tissue female adult (89 years)	
RNA	K562 treated with 10 uM AR-42 for 12 hours	
RNA	mucosa of gallbladder tissue female child (16 years)	
RNA	mucosa of gallbladder tissue female child (16 years)	
RNA	testis tissue male adult (54 years)	
RNA	testis tissue male adult (54 years)	
RNA	HUES64	
RNA	HUES64	
RNA	IgD-negative memory B cell	
RNA	esophagus squamous epithelium tissue female adult (53 years)	
RNA	esophagus squamous epithelium tissue female adult (53 years)	
RNA	right renal pelvis tissue male embryo (105 days)	
RNA	type B pancreatic cell	
RNA	type B pancreatic cell	
RNA	esophagus squamous epithelium tissue male adult (37 years)	
RNA	esophagus squamous epithelium tissue male adult (37 years)	
RNA	MCF-7	
RNA	MCF-7	
RNA	left lobe of liver tissue male adult (45 years)	
RNA	left lobe of liver tissue male adult (45 years)	
RNA	natural killer cell male adult (37 years)	
RNA	fibroblast of skin of abdomen male embryo (97 days)	
RNA	pericardium fibroblast NONE and female embryo (20 weeks)	
RNA	pericardium fibroblast NONE and female embryo (20 weeks)	
RNA	large intestine tissue female embryo (105 days)	
RNA	naive B cell	
RNA	muscle of arm tissue female embryo (120 days)	
RNA	middle frontal area 46 tissue female adult (90 or above years)	
RNA	middle frontal area 46 tissue female adult (90 or above years)	
RNA	with Alzheimer's disease; middle frontal area 46 tissue female adult (88 years)	
RNA	with Alzheimer's disease; middle frontal area 46 tissue female adult (88 years)	
RNA	thymus tissue male embryo (108 days)	
RNA	ovary tissue female adult (61 years)	
RNA	ovary tissue female adult (61 years)	
RNA	K562 treated with 5 uM JQ1 for 4 hours	
RNA	cardiac ventricle fibroblast NONE and male adult (18 years)	
RNA	cardiac ventricle fibroblast NONE and male adult (18 years)	
RNA	myometrial cell female adult (34 years)	
RNA	myometrial cell female adult (34 years)	
RNA	kidney epithelial cell male embryo (22 weeks) and male newborn	
RNA	kidney epithelial cell male embryo (22 weeks) and male newborn	
RNA	aorta tissue female adult (59 years)	
RNA	aorta tissue female adult (59 years)	
RNA	with multiple sclerosis; CD4-positive, alpha-beta memory T cell	
RNA	K562 treated with 5 uM MB-3 for 48 hours	
RNA	GM23338	
RNA	GM23338	
RNA	cardiac muscle cell originated from RUES2	
RNA	cardiac muscle cell originated from RUES2	
RNA	HFFc6	
RNA	HFFc6	
RNA	ectodermal cell originated from HUES64	
RNA	ectodermal cell originated from HUES64	
RNA	CD14-positive monocyte	
RNA	K562 cytosolic fraction	
RNA	K562 cytosolic fraction	
RNA	activated CD4-positive, alpha-beta T cell male adult (20 years) treated with anti-CD3 and anti-CD28 coated beads	
RNA	activated CD4-positive, alpha-beta T cell male adult (20 years) treated with anti-CD3 and anti-CD28 coated beads	
RNA	liver tissue female child (4 years) and with nonobstructive coronary artery disease; liver tissue male adult (32 years)	
RNA	heart left ventricle tissue female adult (53 years)	
RNA	heart left ventricle tissue female adult (53 years)	
RNA	middle frontal area 46 tissue male adult (87 years)	
RNA	middle frontal area 46 tissue male adult (87 years)	
RNA	middle frontal area 46 tissue male adult (87 years)	
RNA	middle frontal area 46 tissue male adult (87 years)	
RNA	sigmoid colon tissue male child (3 years)	
RNA	sigmoid colon tissue male child (3 years)	
RNA	right renal cortex interstitium tissue male embryo (105 days)	
RNA	activated CD4-positive, alpha-beta memory T cell male adult (43 years)	
RNA	activated CD4-positive, alpha-beta memory T cell male adult (43 years)	
RNA	transverse colon tissue female adult (51 years)	
RNA	transverse colon tissue female adult (51 years)	
RNA	upper lobe of left lung tissue female adult (53 years)	
RNA	upper lobe of left lung tissue female adult (53 years)	
RNA	muscle of arm tissue male embryo (91 days)	
RNA	peripheral blood mononuclear cell male adult (39 years)	
RNA	peripheral blood mononuclear cell male adult (39 years)	
RNA	activated naive CD8-positive, alpha-beta T cell male adult (30 years)	
RNA	activated naive CD8-positive, alpha-beta T cell male adult (30 years)	
RNA	left renal pelvis tissue male embryo (120 days)	
RNA	left lung tissue female child (16 years)	
RNA	left lung tissue female child (16 years)	
RNA	CD4-positive, alpha-beta T cell male adult (20 years)	
RNA	CD4-positive, alpha-beta T cell male adult (20 years)	
RNA	left renal cortex interstitium tissue male embryo (105 days)	
RNA	osteocyte	
RNA	osteocyte	
RNA	activated CD8-positive, alpha-beta memory T cell male adult (30 years)	
RNA	activated CD8-positive, alpha-beta memory T cell male adult (30 years)	
RNA	with multiple sclerosis; naive B cell	
RNA	PC-3	
RNA	PC-3	
RNA	placenta tissue female embryo	
RNA	placenta tissue female embryo	
RNA	HFFc6	
RNA	HFFc6	
RNA	muscle of arm tissue male embryo (97 days)	
RNA	IMR-90	
RNA	IMR-90	
RNA	renal pelvis tissue male embryo (91 days)	
RNA	upper lobe of left lung tissue female adult (51 years)	
RNA	upper lobe of left lung tissue female adult (51 years)	
RNA	endothelial cell	
RNA	endothelial cell	
RNA	thoracic aorta tissue male adult (37 years)	
RNA	thoracic aorta tissue male adult (37 years)	
RNA	pancreas tissue female adult (59 years)	
RNA	pancreas tissue female adult (59 years)	
RNA	mesodermal cell originated from HUES64	
RNA	mesodermal cell originated from HUES64	
RNA	heart right ventricle tissue male adult (34 years)	
RNA	heart right ventricle tissue male adult (34 years)	
RNA	mammary stem cell female adult (22 years)	
RNA	mammary stem cell female adult (22 years)	
RNA	breast epithelium tissue female adult (53 years)	
RNA	breast epithelium tissue female adult (53 years)	
RNA	with multiple sclerosis; CD4-positive, CD25-positive, alpha-beta regulatory T cell	
RNA	heart left ventricle tissue female adult (51 years)	
RNA	heart left ventricle tissue female adult (51 years)	
RNA	renal cortex interstitium tissue male embryo (97 days)	
RNA	activated naive CD8-positive, alpha-beta T cell male adult (30 years)	
RNA	activated naive CD8-positive, alpha-beta T cell male adult (30 years)	
RNA	breast epithelium tissue female adult (51 years)	
RNA	breast epithelium tissue female adult (51 years)	
RNA	heart right ventricle tissue male child (3 years)	
RNA	heart right ventricle tissue male child (3 years)	
RNA	skeletal muscle myoblast	
RNA	skeletal muscle myoblast	
RNA	chorionic villus tissue male embryo (38 weeks)	
RNA	chorionic villus tissue male embryo (38 weeks)	
RNA	CD8-positive, alpha-beta memory T cell male adult (30 years)	
RNA	CD8-positive, alpha-beta memory T cell male adult (30 years)	
RNA	small intestine tissue male embryo (91 days)	
RNA	muscle of leg tissue male embryo (101 days)	
RNA	lower lobe of left lung tissue male adult (60 years)	
RNA	lower lobe of left lung tissue male adult (60 years)	
RNA	urinary bladder tissue male child (3 years)	
RNA	urinary bladder tissue male child (3 years)	
RNA	spleen tissue female adult (30 years)	
RNA	spleen tissue female adult (30 years)	
RNA	B cell male adult (37 years)	
RNA	Peyer's patch tissue female adult (51 years)	
RNA	Peyer's patch tissue female adult (51 years)	
RNA	suprapubic skin tissue female adult (53 years)	
RNA	suprapubic skin tissue female adult (53 years)	
RNA	WTC11	
RNA	WTC11	
RNA	K562 treated with 50 uM C646 for 12 hours	
RNA	foreskin keratinocyte male newborn	
RNA	foreskin keratinocyte male newborn	
RNA	right atrium auricular region tissue female adult (51 years)	
RNA	right atrium auricular region tissue female adult (51 years)	
RNA	activated naive CD4-positive, alpha-beta T cell male adult (43 years)	
RNA	activated naive CD4-positive, alpha-beta T cell male adult (43 years)	
RNA	lower leg skin tissue male adult (54 years)	
RNA	lower leg skin tissue male adult (54 years)	
RNA	CD4-positive, alpha-beta T cell male adult (37 years)	
RNA	placenta tissue male embryo	
RNA	placenta tissue male embryo	
RNA	chorion tissue female embryo (40 weeks)	
RNA	chorion tissue female embryo (40 weeks)	
RNA	CD14-positive monocyte	
RNA	thymus tissue male embryo (113 days)	
RNA	Caco-2	
RNA	Caco-2	
RNA	cerebellum tissue male embryo (20 weeks)	
RNA	cerebellum tissue male embryo (20 weeks)	
RNA	stomach tissue male adult (37 years)	
RNA	stomach tissue male adult (37 years)	
RNA	endodermal cell originated from HUES64	
RNA	endodermal cell originated from HUES64	
RNA	naive thymus-derived CD8-positive, alpha-beta T cell male adult (30 years)	
RNA	naive thymus-derived CD8-positive, alpha-beta T cell male adult (30 years)	
RNA	esophagus squamous epithelium tissue male adult (54 years)	
RNA	esophagus squamous epithelium tissue male adult (54 years)	
RNA	placenta tissue male embryo	
RNA	placenta tissue male embryo	
RNA	suprapubic skin tissue female adult (51 years)	
RNA	suprapubic skin tissue female adult (51 years)	
RNA	small intestine tissue male embryo (108 days)	
RNA	with Alzheimer's disease; middle frontal area 46 tissue female adult (90 or above years)	
RNA	with Alzheimer's disease; middle frontal area 46 tissue female adult (90 or above years)	
RNA	placenta tissue embryo	
RNA	placenta tissue embryo	
RNA	gastroesophageal sphincter tissue male adult (54 years)	
RNA	gastroesophageal sphincter tissue male adult (54 years)	
RNA	H7	
RNA	H7	
RNA	with multiple sclerosis; CD8-positive, alpha-beta memory T cell	
RNA	K562 treated with 10 nM Chaetocin for 4 hours	
RNA	prostate gland tissue male adult (37 years)	
RNA	prostate gland tissue male adult (37 years)	
RNA	kidney tissue female embryo (108 days)	
RNA	left lung tissue female embryo (105 days)	
RNA	upper lobe of left lung tissue male adult (60 years)	
RNA	upper lobe of left lung tissue male adult (60 years)	
RNA	mesodermal cell originated from HUES64	
RNA	mesodermal cell originated from HUES64	
RNA	CD8-positive, alpha-beta T cell male adult (21 years)	
RNA	CD8-positive, alpha-beta T cell male adult (21 years)	
RNA	psoas muscle tissue female adult (30 years)	
RNA	psoas muscle tissue female adult (30 years)	
RNA	subcutaneous adipose tissue tissue female adult (53 years)	
RNA	subcutaneous adipose tissue tissue female adult (53 years)	
RNA	right lobe of liver tissue female adult (53 years)	
RNA	right lobe of liver tissue female adult (53 years)	
RNA	A375	
RNA	A375	
RNA	esophagus squamous epithelium tissue female adult (51 years)	
RNA	esophagus squamous epithelium tissue female adult (51 years)	
